ID caso,Año de los casos,Rango de edad de la victima,Departamento,Mes,Casos atendidos segun su mes,Casos atendidos segun el rango de edad,Casos atendidos segun el año,Casos mas repotados segun el tipo de violencia,Acciones preventivas por año,Casos mas atendidos segun autodentificadores étnicos,Centros mas utilizados
3,2020,18-29,Piura,abril,124,272,31494,psicológica,448,quechua,regular
3,2020,18-29,Piura,mayo,435,451,31494,física,293,mestizo,regular
3,2020,18-29,Piura,junio,791,138,31494,psicológica,652,mestizo,comisaria
3,2020,18-29,Piura,julio,305,544,31494,sexual,422,mestizo,regular
3,2020,18-29,Piura,agosto,582,324,31494,psicológica,248,mestizo,comisaria
3,2020,18-29,Piura,septiembre,597,393,31494,psicológica,388,mestizo,comisaria
3,2020,18-29,Piura,octubre,181,547,31494,psicológica,357,mestizo,regular
3,2020,18-29,Piura,noviembre,440,140,31494,psicológica,335,mestizo,comisaria
3,2020,18-29,Piura,diciembre,117,226,31494,psicológica,151,mestizo,comisaria
3,2020,30+,Piura,enero,589,271,31494,psicológica,515,mestizo,regular
3,2020,30+,Piura,febrero,597,666,31494,psicológica,426,mestizo,regular
3,2020,30+,Piura,marzo,146,232,31494,sexual,497,mestizo,comisaria
3,2020,30+,Piura,abril,731,248,31494,física,414,mestizo,regular
3,2020,30+,Piura,mayo,754,307,31494,psicológica,146,mestizo,regular
3,2020,30+,Piura,junio,624,474,31494,psicológica,564,mestizo,comisaria
3,2020,30+,Piura,julio,799,264,31494,física,217,mestizo,regular
3,2020,30+,Piura,agosto,647,489,31494,psicológica,357,mestizo,regular
3,2020,30+,Piura,septiembre,316,146,31494,psicológica,604,mestizo,regular
3,2020,30+,Piura,octubre,752,505,31494,física,596,quechua,comisaria
3,2020,30+,Piura,noviembre,338,421,31494,psicológica,330,quechua,comisaria
3,2020,30+,Piura,diciembre,369,348,31494,física,608,mestizo,regular
3,2019,0-5,Piura,enero,210,592,40036,física,298,mestizo,regular
3,2019,0-5,Piura,febrero,379,595,40036,sexual,513,mestizo,regular
3,2019,0-5,Piura,marzo,771,384,40036,psicológica,293,mestizo,comisaria
3,2019,0-5,Piura,abril,342,121,40036,psicológica,212,quechua,regular
3,2019,0-5,Piura,mayo,673,634,40036,psicológica,101,mestizo,regular
3,2019,0-5,Piura,junio,709,398,40036,física,505,mestizo,regular
3,2019,0-5,Piura,julio,415,492,40036,psicológica,473,mestizo,regular
3,2019,0-5,Piura,agosto,509,153,40036,psicológica,405,mestizo,regular
3,2019,0-5,Piura,septiembre,604,350,40036,física,352,mestizo,comisaria
3,2019,0-5,Piura,octubre,744,549,40036,física,528,mestizo,comisaria
3,2019,0-5,Piura,noviembre,122,366,40036,psicológica,527,mestizo,comisaria
3,2019,0-5,Piura,diciembre,166,380,40036,psicológica,305,quechua,regular
3,2019,6-11,Piura,enero,230,417,40036,física,299,mestizo,comisaria
3,2019,6-11,Piura,febrero,650,465,40036,psicológica,426,mestizo,regular
3,2019,6-11,Piura,marzo,562,345,40036,psicológica,114,mestizo,comisaria
3,2019,6-11,Piura,abril,56,437,40036,psicológica,518,mestizo,comisaria
3,2019,6-11,Piura,mayo,468,455,40036,física,162,mestizo,comisaria
3,2019,6-11,Piura,junio,606,217,40036,psicológica,495,quechua,regular
3,2019,6-11,Piura,julio,718,442,40036,psicológica,131,mestizo,comisaria
3,2019,6-11,Piura,agosto,578,553,40036,física,444,mestizo,comisaria
3,2019,6-11,Piura,septiembre,351,345,40036,física,302,mestizo,regular
3,2019,6-11,Piura,octubre,735,209,40036,psicológica,507,mestizo,regular
3,2019,6-11,Piura,noviembre,554,444,40036,psicológica,513,quechua,regular
3,2019,6-11,Piura,diciembre,763,241,40036,psicológica,187,mestizo,comisaria
3,2019,12-17,Piura,enero,684,215,40036,psicológica,296,mestizo,regular
3,2019,12-17,Piura,febrero,495,181,40036,física,488,mestizo,regular
3,2019,12-17,Piura,marzo,261,294,40036,física,362,mestizo,regular
3,2019,12-17,Piura,abril,401,343,40036,psicológica,625,mestizo,regular
3,2019,12-17,Piura,mayo,138,149,40036,psicológica,326,mestizo,comisaria
3,2019,12-17,Piura,junio,618,578,40036,psicológica,631,mestizo,comisaria
3,2019,12-17,Piura,julio,544,556,40036,psicológica,104,mestizo,comisaria
3,2019,12-17,Piura,agosto,388,377,40036,física,574,mestizo,regular
3,2019,12-17,Piura,septiembre,335,161,40036,sexual,486,mestizo,regular
3,2019,12-17,Piura,octubre,303,697,40036,física,502,mestizo,regular
3,2019,12-17,Piura,noviembre,526,192,40036,física,660,mestizo,regular
3,2019,12-17,Piura,diciembre,149,385,40036,psicológica,530,mestizo,regular
3,2019,18-29,Piura,enero,413,523,40036,psicológica,608,mestizo,regular
3,2019,18-29,Piura,febrero,614,286,40036,psicológica,625,mestizo,comisaria
3,2019,18-29,Piura,marzo,473,354,40036,psicológica,105,mestizo,comisaria
3,2019,18-29,Piura,abril,122,322,40036,económica,291,mestizo,regular
3,2019,18-29,Piura,mayo,558,638,40036,psicológica,370,mestizo,regular
3,2019,18-29,Piura,junio,657,619,40036,psicológica,649,mestizo,comisaria
3,2019,18-29,Piura,julio,208,624,40036,psicológica,113,mestizo,comisaria
3,2019,18-29,Piura,agosto,176,124,40036,psicológica,585,mestizo,regular
3,2019,18-29,Piura,septiembre,82,574,40036,psicológica,137,mestizo,regular
3,2019,18-29,Piura,octubre,792,163,40036,psicológica,660,mestizo,comisaria
3,2019,18-29,Piura,noviembre,385,306,40036,psicológica,564,mestizo,comisaria
3,2019,18-29,Piura,diciembre,497,452,40036,física,331,mestizo,regular
3,2019,30+,Piura,enero,372,554,40036,psicológica,548,mestizo,regular
3,2019,30+,Piura,febrero,123,257,40036,psicológica,521,quechua,regular
3,2019,30+,Piura,marzo,115,152,40036,física,646,mestizo,regular
3,2019,30+,Piura,abril,526,579,40036,económica,561,mestizo,regular
3,2019,30+,Piura,mayo,217,109,40036,psicológica,339,mestizo,regular
3,2019,30+,Piura,junio,710,669,40036,psicológica,516,mestizo,regular
3,2019,30+,Piura,julio,712,340,40036,física,460,mestizo,regular
3,2019,30+,Piura,agosto,389,365,40036,psicológica,486,mestizo,comisaria
3,2019,30+,Piura,septiembre,318,111,40036,psicológica,632,mestizo,regular
3,2019,30+,Piura,octubre,634,171,40036,psicológica,526,mestizo,regular
3,2019,30+,Piura,noviembre,773,289,40036,psicológica,276,quechua,regular
3,2019,30+,Piura,diciembre,652,424,40036,psicológica,108,mestizo,comisaria
3,2018,0-5,Piura,enero,358,357,35587,psicológica,181,mestizo,comisaria
3,2018,0-5,Piura,febrero,555,652,35587,física,652,quechua,comisaria
3,2018,0-5,Piura,marzo,68,523,35587,psicológica,566,mestizo,comisaria
3,2018,0-5,Piura,abril,515,424,35587,económica,617,mestizo,comisaria
3,2018,0-5,Piura,mayo,172,435,35587,física,368,mestizo,comisaria
3,2018,0-5,Piura,junio,649,261,35587,sexual,557,mestizo,comisaria
3,2018,0-5,Piura,julio,773,330,35587,física,354,quechua,regular
3,2018,0-5,Piura,agosto,456,555,35587,física,174,mestizo,comisaria
3,2018,0-5,Piura,septiembre,227,528,35587,física,279,mestizo,comisaria
3,2018,0-5,Piura,octubre,700,252,35587,física,372,mestizo,comisaria
3,2018,0-5,Piura,noviembre,199,440,35587,psicológica,235,mestizo,comisaria
3,2018,0-5,Piura,diciembre,508,199,35587,física,277,mestizo,comisaria
3,2018,6-11,Piura,enero,700,90,35587,psicológica,418,mestizo,comisaria
3,2018,6-11,Piura,febrero,141,510,35587,física,572,quechua,regular
3,2018,6-11,Piura,marzo,68,147,35587,psicológica,124,mestizo,regular
3,2018,6-11,Piura,abril,90,653,35587,psicológica,115,mestizo,comisaria
3,2018,6-11,Piura,mayo,230,517,35587,psicológica,267,mestizo,regular
3,2018,6-11,Piura,junio,645,647,35587,psicológica,646,mestizo,regular
3,2018,6-11,Piura,julio,125,218,35587,psicológica,141,blanco,regular
3,2018,6-11,Piura,agosto,570,205,35587,psicológica,613,quechua,regular
3,2018,6-11,Piura,septiembre,352,643,35587,psicológica,500,mestizo,regular
3,2018,6-11,Piura,octubre,588,517,35587,psicológica,125,mestizo,comisaria
3,2018,6-11,Piura,noviembre,592,410,35587,psicológica,304,mestizo,regular
3,2018,6-11,Piura,diciembre,192,317,35587,psicológica,197,mestizo,regular
3,2018,12-17,Piura,enero,728,227,35587,física,267,quechua,comisaria
3,2018,12-17,Piura,febrero,665,664,35587,económica,363,mestizo,comisaria
3,2018,12-17,Piura,marzo,569,95,35587,psicológica,608,mestizo,regular
3,2018,12-17,Piura,abril,340,425,35587,psicológica,628,mestizo,comisaria
3,2018,12-17,Piura,mayo,767,699,35587,sexual,103,mestizo,comisaria
3,2018,12-17,Piura,junio,392,111,35587,psicológica,635,mestizo,comisaria
3,2018,12-17,Piura,julio,578,615,35587,psicológica,538,mestizo,comisaria
3,2018,12-17,Piura,agosto,251,193,35587,psicológica,377,mestizo,regular
3,2018,12-17,Piura,septiembre,197,500,35587,psicológica,109,mestizo,comisaria
3,2018,12-17,Piura,octubre,189,388,35587,psicológica,664,mestizo,comisaria
3,2018,12-17,Piura,noviembre,642,389,35587,psicológica,533,mestizo,comisaria
3,2018,12-17,Piura,diciembre,311,550,35587,sexual,646,mestizo,regular
3,2018,18-29,Piura,enero,690,243,35587,psicológica,199,aimara,comisaria
3,2018,18-29,Piura,febrero,623,111,35587,física,296,mestizo,regular
3,2018,18-29,Piura,marzo,767,567,35587,psicológica,617,mestizo,comisaria
3,2018,18-29,Piura,abril,126,131,35587,física,411,quechua,regular
3,2018,18-29,Piura,mayo,515,223,35587,física,447,mestizo,comisaria
3,2018,18-29,Piura,junio,478,574,35587,física,186,quechua,comisaria
3,2018,18-29,Piura,julio,718,510,35587,psicológica,328,mestizo,comisaria
3,2018,18-29,Piura,agosto,359,222,35587,psicológica,334,mestizo,comisaria
3,2018,18-29,Piura,septiembre,718,508,35587,psicológica,130,mestizo,comisaria
3,2018,18-29,Piura,octubre,157,453,35587,económica,449,mestizo,comisaria
3,2018,18-29,Piura,noviembre,264,411,35587,física,359,mestizo,regular
3,2018,18-29,Piura,diciembre,142,618,35587,psicológica,486,mestizo,comisaria
3,2018,30+,Piura,enero,550,680,35587,física,156,mestizo,comisaria
3,2018,30+,Piura,febrero,451,157,35587,psicológica,655,mestizo,regular
3,2018,30+,Piura,marzo,318,147,35587,física,188,quechua,regular
3,2018,30+,Piura,abril,673,521,35587,sexual,185,mestizo,regular
3,2018,30+,Piura,mayo,349,503,35587,psicológica,359,mestizo,comisaria
3,2018,30+,Piura,junio,307,433,35587,psicológica,204,mestizo,comisaria
3,2018,30+,Piura,julio,418,228,35587,psicológica,534,aimara,regular
3,2018,30+,Piura,agosto,675,349,35587,física,238,mestizo,comisaria
3,2018,30+,Piura,septiembre,753,232,35587,psicológica,584,mestizo,regular
3,2018,30+,Piura,octubre,543,596,35587,económica,123,mestizo,comisaria
3,2018,30+,Piura,noviembre,275,489,35587,psicológica,215,mestizo,comisaria
3,2018,30+,Piura,diciembre,566,409,35587,psicológica,644,mestizo,comisaria
3,2023,0-5,Piura,enero,611,188,11401,psicológica,361,mestizo,regular
3,2023,0-5,Piura,febrero,148,694,11401,económica,189,mestizo,regular
3,2023,0-5,Piura,marzo,186,426,11401,psicológica,358,mestizo,regular
3,2023,0-5,Piura,abril,758,245,11401,física,305,mestizo,regular
3,2023,6-11,Piura,enero,730,281,11401,física,439,mestizo,regular
3,2023,6-11,Piura,febrero,252,458,11401,física,263,mestizo,comisaria
3,2023,6-11,Piura,marzo,473,599,11401,psicológica,118,quechua,comisaria
3,2023,6-11,Piura,abril,297,699,11401,psicológica,539,mestizo,regular
3,2023,12-17,Piura,enero,337,502,11401,psicológica,629,mestizo,comisaria
3,2023,12-17,Piura,febrero,194,395,11401,psicológica,288,quechua,regular
3,2023,12-17,Piura,marzo,555,375,11401,psicológica,289,blanco,comisaria
3,2023,12-17,Piura,abril,646,206,11401,psicológica,130,mestizo,comisaria
3,2023,18-29,Piura,enero,785,411,11401,física,558,mestizo,regular
3,2023,18-29,Piura,febrero,320,318,11401,psicológica,334,mestizo,regular
3,2023,18-29,Piura,marzo,560,198,11401,psicológica,264,mestizo,comisaria
3,2023,18-29,Piura,abril,747,388,11401,física,150,mestizo,regular
3,2023,30+,Piura,enero,159,223,11401,psicológica,381,mestizo,regular
3,2023,30+,Piura,febrero,764,549,11401,psicológica,499,mestizo,regular
3,2023,30+,Piura,marzo,728,618,11401,sexual,309,mestizo,regular
3,2023,30+,Piura,abril,529,562,11401,física,317,mestizo,regular
4,2021,0-5,La libertad,enero,271,311,30578,psicológica,326,mestizo,regular
4,2021,0-5,La libertad,febrero,207,657,30578,psicológica,223,mestizo,comisaria
4,2021,0-5,La libertad,marzo,799,152,30578,física,534,mestizo,comisaria
4,2021,0-5,La libertad,abril,205,349,30578,psicológica,336,mestizo,regular
4,2021,0-5,La libertad,mayo,74,254,30578,psicológica,636,mestizo,comisaria
4,2021,0-5,La libertad,junio,238,224,30578,física,173,mestizo,regular
4,2021,0-5,La libertad,julio,319,537,30578,psicológica,295,mestizo,regular
4,2021,0-5,La libertad,agosto,432,379,30578,psicológica,514,mestizo,comisaria
4,2021,0-5,La libertad,septiembre,437,673,30578,física,148,mestizo,regular
4,2021,0-5,La libertad,octubre,363,222,30578,psicológica,392,mestizo,regular
4,2021,0-5,La libertad,noviembre,608,444,30578,psicológica,290,mestizo,regular
4,2021,0-5,La libertad,diciembre,143,252,30578,sexual,300,mestizo,regular
4,2021,6-11,La libertad,enero,512,176,30578,sexual,429,mestizo,regular
4,2021,6-11,La libertad,febrero,367,538,30578,psicológica,139,quechua,comisaria
4,2021,6-11,La libertad,marzo,360,107,30578,sexual,517,mestizo,comisaria
4,2021,6-11,La libertad,abril,618,653,30578,psicológica,151,mestizo,regular
4,2021,6-11,La libertad,mayo,522,562,30578,sexual,186,quechua,regular
4,2021,6-11,La libertad,junio,300,182,30578,física,326,mestizo,comisaria
4,2021,6-11,La libertad,julio,110,407,30578,psicológica,200,mestizo,comisaria
4,2021,6-11,La libertad,agosto,179,407,30578,psicológica,513,mestizo,comisaria
4,2021,6-11,La libertad,septiembre,736,403,30578,psicológica,352,mestizo,regular
4,2021,6-11,La libertad,octubre,739,470,30578,psicológica,146,mestizo,comisaria
4,2021,6-11,La libertad,noviembre,420,319,30578,física,461,mestizo,comisaria
4,2021,6-11,La libertad,diciembre,244,422,30578,psicológica,266,mestizo,regular
4,2021,12-17,La libertad,enero,780,205,30578,psicológica,474,mestizo,comisaria
4,2021,12-17,La libertad,febrero,652,618,30578,psicológica,467,mestizo,regular
4,2021,12-17,La libertad,marzo,299,279,30578,psicológica,481,mestizo,comisaria
4,2021,12-17,La libertad,abril,618,376,30578,física,215,mestizo,regular
4,2021,12-17,La libertad,mayo,672,240,30578,psicológica,117,mestizo,regular
4,2021,12-17,La libertad,junio,560,553,30578,psicológica,148,mestizo,regular
4,2021,12-17,La libertad,julio,463,545,30578,física,637,mestizo,comisaria
4,2021,12-17,La libertad,agosto,145,363,30578,física,267,mestizo,comisaria
4,2021,12-17,La libertad,septiembre,585,299,30578,física,586,mestizo,comisaria
4,2021,12-17,La libertad,octubre,128,233,30578,psicológica,320,mestizo,regular
4,2021,12-17,La libertad,noviembre,211,223,30578,psicológica,287,mestizo,comisaria
4,2021,12-17,La libertad,diciembre,379,468,30578,psicológica,488,mestizo,regular
4,2021,18-29,La libertad,enero,359,129,30578,física,436,mestizo,regular
4,2021,18-29,La libertad,febrero,554,227,30578,psicológica,102,mestizo,regular
4,2021,18-29,La libertad,marzo,412,513,30578,sexual,564,mestizo,comisaria
4,2021,18-29,La libertad,abril,283,657,30578,psicológica,125,mestizo,regular
4,2021,18-29,La libertad,mayo,476,489,30578,psicológica,476,mestizo,regular
4,2021,18-29,La libertad,junio,229,421,30578,psicológica,655,quechua,comisaria
4,2021,18-29,La libertad,julio,172,559,30578,física,544,mestizo,regular
4,2021,18-29,La libertad,agosto,285,697,30578,psicológica,629,mestizo,regular
4,2021,18-29,La libertad,septiembre,137,673,30578,psicológica,606,mestizo,regular
4,2021,18-29,La libertad,octubre,461,206,30578,psicológica,492,mestizo,regular
4,2021,18-29,La libertad,noviembre,235,679,30578,psicológica,101,mestizo,regular
4,2021,18-29,La libertad,diciembre,495,584,30578,física,239,mestizo,regular
4,2021,30+,La libertad,enero,388,681,30578,psicológica,654,mestizo,regular
4,2021,30+,La libertad,febrero,736,510,30578,física,456,mestizo,comisaria
4,2021,30+,La libertad,marzo,579,680,30578,psicológica,250,mestizo,regular
4,2021,30+,La libertad,abril,147,307,30578,física,348,mestizo,comisaria
4,2021,30+,La libertad,mayo,635,316,30578,psicológica,626,mestizo,regular
4,2021,30+,La libertad,junio,212,451,30578,sexual,591,mestizo,regular
4,2021,30+,La libertad,julio,232,284,30578,física,566,mestizo,regular
4,2021,30+,La libertad,agosto,379,564,30578,sexual,303,mestizo,comisaria
4,2021,30+,La libertad,septiembre,399,491,30578,física,168,mestizo,regular
4,2021,30+,La libertad,octubre,297,559,30578,psicológica,110,mestizo,regular
4,2021,30+,La libertad,noviembre,787,398,30578,física,110,mestizo,regular
4,2021,30+,La libertad,diciembre,202,685,30578,psicológica,317,mestizo,comisaria
4,2022,0-5,La libertad,enero,178,296,30581,psicológica,487,mestizo,comisaria
4,2022,0-5,La libertad,febrero,678,699,30581,psicológica,263,mestizo,regular
4,2022,0-5,La libertad,marzo,159,478,30581,psicológica,200,mestizo,comisaria
4,2022,0-5,La libertad,abril,434,643,30581,psicológica,579,mestizo,regular
4,2022,0-5,La libertad,mayo,698,158,30581,psicológica,200,mestizo,comisaria
4,2022,0-5,La libertad,junio,648,236,30581,psicológica,101,mestizo,comisaria
4,2022,0-5,La libertad,julio,728,577,30581,psicológica,267,mestizo,comisaria
4,2022,0-5,La libertad,agosto,466,236,30581,psicológica,353,quechua,regular
4,2022,0-5,La libertad,septiembre,83,262,30581,psicológica,424,mestizo,regular
4,2022,0-5,La libertad,octubre,623,368,30581,psicológica,507,mestizo,regular
4,2022,0-5,La libertad,noviembre,514,152,30581,psicológica,278,mestizo,comisaria
4,2022,0-5,La libertad,diciembre,628,586,30581,sexual,444,mestizo,comisaria
4,2022,6-11,La libertad,enero,320,310,30581,psicológica,164,mestizo,regular
4,2022,6-11,La libertad,febrero,249,290,30581,física,316,quechua,comisaria
4,2022,6-11,La libertad,marzo,263,425,30581,física,580,mestizo,comisaria
4,2022,6-11,La libertad,abril,93,128,30581,física,603,mestizo,regular
4,2022,6-11,La libertad,mayo,613,450,30581,física,445,mestizo,regular
4,2022,6-11,La libertad,junio,256,613,30581,psicológica,123,mestizo,regular
4,2022,6-11,La libertad,julio,563,517,30581,psicológica,146,mestizo,comisaria
4,2022,6-11,La libertad,agosto,218,600,30581,sexual,150,mestizo,regular
4,2022,6-11,La libertad,septiembre,176,566,30581,psicológica,632,mestizo,comisaria
4,2022,6-11,La libertad,octubre,131,675,30581,económica,473,mestizo,comisaria
4,2022,6-11,La libertad,noviembre,134,499,30581,psicológica,485,mestizo,regular
4,2022,6-11,La libertad,diciembre,233,591,30581,física,116,mestizo,regular
4,2022,12-17,La libertad,enero,712,490,30581,sexual,499,quechua,comisaria
4,2022,12-17,La libertad,febrero,430,124,30581,psicológica,385,mestizo,regular
4,2022,12-17,La libertad,marzo,251,524,30581,psicológica,243,quechua,regular
4,2022,12-17,La libertad,abril,141,420,30581,psicológica,511,mestizo,regular
4,2022,12-17,La libertad,mayo,343,109,30581,psicológica,207,mestizo,regular
4,2022,12-17,La libertad,junio,697,647,30581,psicológica,543,mestizo,comisaria
4,2022,12-17,La libertad,julio,172,666,30581,psicológica,501,mestizo,comisaria
4,2022,12-17,La libertad,agosto,423,423,30581,económica,301,mestizo,regular
4,2022,12-17,La libertad,septiembre,150,238,30581,psicológica,308,mestizo,regular
4,2022,12-17,La libertad,octubre,636,277,30581,física,204,mestizo,regular
4,2022,12-17,La libertad,noviembre,326,260,30581,psicológica,453,mestizo,regular
4,2022,12-17,La libertad,diciembre,380,552,30581,psicológica,375,mestizo,regular
4,2022,18-29,La libertad,enero,777,511,30581,psicológica,504,mestizo,regular
4,2022,18-29,La libertad,febrero,589,647,30581,psicológica,163,quechua,comisaria
4,2022,18-29,La libertad,marzo,767,339,30581,psicológica,425,mestizo,regular
4,2022,18-29,La libertad,abril,97,428,30581,psicológica,106,mestizo,regular
4,2022,18-29,La libertad,mayo,609,697,30581,sexual,147,mestizo,regular
4,2022,18-29,La libertad,junio,481,383,30581,psicológica,195,mestizo,regular
4,2022,18-29,La libertad,julio,656,537,30581,psicológica,109,mestizo,regular
4,2022,18-29,La libertad,agosto,78,511,30581,psicológica,614,mestizo,regular
4,2022,18-29,La libertad,septiembre,795,567,30581,sexual,587,mestizo,regular
4,2022,18-29,La libertad,octubre,664,407,30581,física,466,mestizo,regular
4,2022,18-29,La libertad,noviembre,517,350,30581,física,455,mestizo,regular
4,2022,18-29,La libertad,diciembre,330,159,30581,psicológica,329,mestizo,regular
4,2022,30+,La libertad,enero,281,238,30581,física,414,mestizo,regular
4,2022,30+,La libertad,febrero,285,362,30581,psicológica,105,mestizo,regular
4,2022,30+,La libertad,marzo,553,266,30581,psicológica,253,mestizo,regular
4,2022,30+,La libertad,abril,138,430,30581,física,119,mestizo,comisaria
4,2022,30+,La libertad,mayo,83,95,30581,psicológica,444,mestizo,comisaria
4,2022,30+,La libertad,junio,186,182,30581,física,465,mestizo,regular
4,2022,30+,La libertad,julio,194,358,30581,física,352,mestizo,comisaria
4,2022,30+,La libertad,agosto,288,164,30581,psicológica,611,mestizo,comisaria
4,2022,30+,La libertad,septiembre,555,503,30581,psicológica,229,quechua,comisaria
4,2022,30+,La libertad,octubre,60,664,30581,psicológica,201,mestizo,regular
4,2022,30+,La libertad,noviembre,519,347,30581,psicológica,101,mestizo,comisaria
4,2022,30+,La libertad,diciembre,567,510,30581,psicológica,229,mestizo,regular
4,2020,0-5,La libertad,enero,307,147,34668,física,550,mestizo,regular
4,2020,0-5,La libertad,febrero,532,181,34668,psicológica,375,mestizo,regular
4,2020,0-5,La libertad,marzo,436,575,34668,psicológica,468,mestizo,comisaria
4,2020,0-5,La libertad,abril,728,546,34668,psicológica,539,mestizo,comisaria
4,2020,0-5,La libertad,mayo,212,303,34668,psicológica,662,mestizo,regular
4,2020,0-5,La libertad,junio,511,370,34668,psicológica,229,mestizo,comisaria
4,2020,0-5,La libertad,julio,309,135,34668,psicológica,599,mestizo,comisaria
4,2020,0-5,La libertad,agosto,463,192,34668,sexual,135,mestizo,regular
4,2020,0-5,La libertad,septiembre,206,104,34668,psicológica,444,mestizo,regular
4,2020,0-5,La libertad,octubre,372,580,34668,psicológica,507,mestizo,regular
4,2020,0-5,La libertad,noviembre,470,249,34668,psicológica,495,mestizo,regular
4,2020,0-5,La libertad,diciembre,319,113,34668,psicológica,194,mestizo,comisaria
4,2020,6-11,La libertad,enero,81,525,34668,física,230,mestizo,regular
4,2020,6-11,La libertad,febrero,389,447,34668,psicológica,204,quechua,regular
4,2020,6-11,La libertad,marzo,156,561,34668,física,658,mestizo,regular
4,2020,6-11,La libertad,abril,533,389,34668,psicológica,290,mestizo,comisaria
4,2020,6-11,La libertad,mayo,664,328,34668,física,434,mestizo,regular
4,2020,6-11,La libertad,junio,67,198,34668,psicológica,263,mestizo,comisaria
4,2020,6-11,La libertad,julio,406,337,34668,física,607,mestizo,regular
4,2020,6-11,La libertad,agosto,57,664,34668,psicológica,357,mestizo,comisaria
4,2020,6-11,La libertad,septiembre,680,434,34668,física,387,mestizo,regular
4,2020,6-11,La libertad,octubre,297,616,34668,económica,480,mestizo,comisaria
4,2020,6-11,La libertad,noviembre,199,168,34668,psicológica,618,mestizo,comisaria
4,2020,6-11,La libertad,diciembre,57,479,34668,psicológica,299,mestizo,regular
4,2020,12-17,La libertad,enero,233,285,34668,psicológica,363,mestizo,regular
4,2020,12-17,La libertad,febrero,121,476,34668,física,404,mestizo,comisaria
4,2020,12-17,La libertad,marzo,477,92,34668,psicológica,197,mestizo,regular
4,2020,12-17,La libertad,abril,538,547,34668,psicológica,357,mestizo,regular
4,2020,12-17,La libertad,mayo,753,604,34668,física,649,mestizo,regular
4,2020,12-17,La libertad,junio,265,677,34668,psicológica,338,mestizo,regular
4,2020,12-17,La libertad,julio,522,623,34668,psicológica,268,mestizo,comisaria
4,2020,12-17,La libertad,agosto,499,303,34668,psicológica,467,mestizo,regular
4,2020,12-17,La libertad,septiembre,495,251,34668,psicológica,438,mestizo,comisaria
4,2020,12-17,La libertad,octubre,251,294,34668,psicológica,300,mestizo,comisaria
4,2020,12-17,La libertad,noviembre,738,488,34668,psicológica,456,mestizo,comisaria
4,2020,12-17,La libertad,diciembre,385,237,34668,física,126,mestizo,regular
4,2020,18-29,La libertad,enero,754,240,34668,psicológica,470,mestizo,regular
4,2020,18-29,La libertad,febrero,566,321,34668,psicológica,637,mestizo,regular
4,2020,18-29,La libertad,marzo,588,156,34668,física,280,mestizo,comisaria
4,2020,18-29,La libertad,abril,664,265,34668,sexual,664,mestizo,regular
4,2020,18-29,La libertad,mayo,145,661,34668,psicológica,138,mestizo,regular
4,2020,18-29,La libertad,junio,443,298,34668,psicológica,552,mestizo,regular
4,2020,18-29,La libertad,julio,240,420,34668,psicológica,462,mestizo,comisaria
4,2020,18-29,La libertad,agosto,624,424,34668,psicológica,311,mestizo,comisaria
4,2020,18-29,La libertad,septiembre,773,574,34668,sexual,254,quechua,regular
4,2020,18-29,La libertad,octubre,251,507,34668,psicológica,584,mestizo,comisaria
4,2020,18-29,La libertad,noviembre,247,533,34668,física,517,mestizo,comisaria
4,2020,18-29,La libertad,diciembre,141,233,34668,psicológica,120,mestizo,comisaria
4,2020,30+,La libertad,enero,356,503,34668,psicológica,450,mestizo,comisaria
4,2020,30+,La libertad,febrero,566,661,34668,sexual,324,mestizo,regular
4,2020,30+,La libertad,marzo,462,575,34668,física,567,mestizo,comisaria
4,2020,30+,La libertad,abril,214,615,34668,psicológica,422,quechua,regular
4,2020,30+,La libertad,mayo,495,286,34668,física,344,mestizo,regular
4,2020,30+,La libertad,junio,95,487,34668,psicológica,382,mestizo,comisaria
4,2020,30+,La libertad,julio,779,120,34668,física,312,mestizo,regular
4,2020,30+,La libertad,agosto,134,653,34668,psicológica,269,mestizo,regular
4,2020,30+,La libertad,septiembre,376,331,34668,psicológica,611,quechua,comisaria
4,2020,30+,La libertad,octubre,789,493,34668,psicológica,355,mestizo,regular
4,2020,30+,La libertad,noviembre,274,322,34668,psicológica,542,mestizo,comisaria
4,2020,30+,La libertad,diciembre,676,195,34668,psicológica,228,mestizo,regular
4,2019,0-5,La libertad,enero,624,91,27714,psicológica,219,mestizo,regular
4,2019,0-5,La libertad,febrero,57,148,27714,psicológica,376,mestizo,regular
4,2019,0-5,La libertad,marzo,453,661,27714,física,651,mestizo,comisaria
4,2019,0-5,La libertad,abril,310,111,27714,física,279,mestizo,comisaria
4,2019,0-5,La libertad,mayo,689,192,27714,psicológica,373,mestizo,regular
4,2019,0-5,La libertad,junio,239,346,27714,psicológica,299,mestizo,comisaria
4,2019,0-5,La libertad,julio,79,92,27714,física,497,mestizo,comisaria
4,2019,0-5,La libertad,agosto,615,545,27714,física,631,mestizo,comisaria
4,2019,0-5,La libertad,septiembre,359,485,27714,psicológica,556,aimara,regular
4,2019,0-5,La libertad,octubre,76,220,27714,psicológica,563,mestizo,regular
4,2019,0-5,La libertad,noviembre,258,283,27714,psicológica,653,mestizo,regular
4,2019,0-5,La libertad,diciembre,648,564,27714,psicológica,327,mestizo,regular
4,2019,6-11,La libertad,enero,222,174,27714,física,478,mestizo,regular
